round,TS_MSE_1,TS_MSE_2,TS_MSE_3,TS_MSE_4,TS_MSE_5,TS_MSE_6
1,0.0,0.0,1.36,0.0,0.16000000000000006,6464.160000000001
2,3705.127293919134,1.7993980500855709,1307.1903166012798,413.82668670757397,514.034595305041,923.9269916300013
3,1122.4110935143906,21.66238995756605,176.67348570148536,97.0597992039485,70.75260843002562,144.88801174842058
4,1106.368910532526,111.54677690311078,134.89441992940007,389.9672033464628,56.85113163331824,132.84958053206643
5,524.8583391255888,76.82603531183504,98.48113887899557,274.06229127316556,42.32496506041157,120.05513410520106
6,360.0130627332246,58.84342223836199,85.02801802449821,221.63611913186537,118.56262622660836,123.4631192057825
7,249.79691208097162,241.28904047289944,83.88133184449867,150.5666995603234,159.56153136568182,55.2318121958745
8,165.2254021993493,292.3548813522246,44.97418202166645,117.51079101095267,122.18958767571067,116.71181129911425
9,1417.7509866924813,602.7592722423906,263.8481737887639,453.50877879296274,485.0108209773691,91.49386157959552
10,293.9445685443427,70.66470173190949,89.88102186851327,558.8236255978048,43.00896513060201,129.48038849185446
11,181.96716962407157,185.9766799995753,62.26460428568158,164.35891819620312,295.58618613155227,58.44702776216975
12,372.8971006777486,195.63686583959714,264.1259054394552,292.86873075489797,142.45507209700588,53.29285582730365
13,253.275225485678,126.18919679323466,93.12366091095444,317.8947230468833,262.58066456408955,37.238409334880274
14,502.2273729069683,93.12610084369383,49.60158965044635,127.11266881351673,229.740130649588,54.32060593271607
15,435.33204451126926,5.704611817173897,112.86985688823853,193.47325311568682,120.7494625168062,46.80184723095826
16,379.3588640623475,5.844508708394414,96.94902634333863,93.16348527424428,335.1903010648598,68.80591408139567
17,267.09426584300417,156.68197724621993,12.262072093387351,256.8749879037638,197.88619101327697,40.266022428338836
18,208.05349172038328,61.60787003778747,38.815393642918146,147.56896035930305,113.43904937849186,62.8503821821894
19,57.67862534951934,158.70068947995873,17.684285065722335,23.465663132959982,36.36477005282348,4.6996776259472055
20,147.21252613024896,120.13889771017868,30.502009803109882,186.4823036546872,60.04822708571595,22.778647999197357
